Department,Department Title,Division (Organization Detail within Department),Division Title,Program (Service),Program Title,General Fund Support (GFS) or Self-Supporting Fund,Fund,Subfund Title,Type of Revenue or Expenditure,Character,Character Title,Object,Object Title,Subobject,Subobject Title,FY 2010-2011 Original Budget,FY 2011-2012 Original Budget
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01912,LONG TERM DISABILITY INSURANCE,$570.00,$657.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,22,TRAINING,02200,TRAINING - BUDGET,$2500.00,$2500.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,23,EMPLOYEE EXPENSES,02301,AUTO MILEAGE,$50.00,$50.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,24,MEMBERSHIP FEES,02401,MEMBERSHIP FEES,$340.00,$340.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,27,PROFESSIONAL & SPECIALIZED SERVICES,02799,OTHER PROFESSIONAL SERVICES,$850.00,$850.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,29,MAINTENANCE SVCS-EQUIPMENT,02931,OFFICE EQUIP MAINT,$400.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03521,FREIGHT/DELIVERY,$600.00,$600.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03542,COURT REPORTER TRANSCRIPTS SERVICES,$1000.00,$1000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03551,COPY MACHINE,$2600.00,$2600.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03571,SUBSCRIPTIONS,$9800.00,$9800.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,53,JUDGMENTS & CLAIMS,05321,LITIGATION EXPENSES,$500.00,$500.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,40,MATERIALS & SUPPLIES,40,MATERIALS & SUPPLIES BUDGET ONLY,04000,MATERIALS & SUPPLIES-BUDGET,$6000.00,$6000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,81,SERVICES OF OTHER DEPTS,81,SERVICES OF OTHER DEPTS (AAO FUNDS),081CI,IS-TIS-ISD SERVICES-INFRASTRUCTURE COST,$866.00,$781.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FC2,LEGAL SERVICE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,81,SERVICES OF OTHER DEPTS,81,SERVICES OF OTHER DEPTS (AAO FUNDS),081ET,GF-TIS-TELEPHONE(AAO),$3103.00,$2263.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,1,PERMANENT SALARIES-MISC,00101,MISC-REGULAR,$609523.00,$579968.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,5,TEMP SALARIES-MISC,00501,TEMP-REGULAR-MISC,$85604.00,$50604.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01301,RETIRE CITY MISC,$82650.00,$104915.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01371,RETIREMENT PICK UP,$29055.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01401,SOCIAL SECURITY (OASDI & HI),$42861.00,$38835.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01402,SOCIAL SECURITY - MEDICARE (HI ONLY),$10077.00,$9142.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01501,HEALTH SERVICE-CITY MATCH,$72157.00,$67394.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01571,DEPENDENT COVERAGE-MISCELLANEOUS,$47051.00,$41631.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,16,DENTAL COVERAGE,01601,DENTAL COVERAGE,$18432.00,$15847.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,17,UNEMPLOYMENT INSURANCE,01701,UNEMPLOYMENT INSURANCE,$1738.00,$1893.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01911,FLEXIBLE BENEFIT PACKAGE,$3368.00,$3624.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01912,LONG TERM DISABILITY INSURANCE,$3014.00,$2722.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,24,MEMBERSHIP FEES,02401,MEMBERSHIP FEES,$125.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,27,PROFESSIONAL & SPECIALIZED SERVICES,02741,REALTY SERVICES,$10800.00,$10800.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,29,MAINTENANCE SVCS-EQUIPMENT,02911,DP/WP EQUIPMENT MAINT,$1830.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,29,MAINTENANCE SVCS-EQUIPMENT,02931,OFFICE EQUIP MAINT,$900.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03521,FREIGHT/DELIVERY,$1000.00,$1000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03551,COPY MACHINE,$3400.00,$3400.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03552,PRINTING,$18000.00,$18000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03571,SUBSCRIPTIONS,$800.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03581,ADVERTISING,$26200.00,$26200.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03599,OTHER CURRENT EXPENSES,$15000.00,$15000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,40,MATERIALS & SUPPLIES,40,MATERIALS & SUPPLIES BUDGET ONLY,04000,MATERIALS & SUPPLIES-BUDGET,$7600.00,$7600.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,40,MATERIALS & SUPPLIES,49,OTHER MATERIALS & SUPPLIES,04931,FORMS,$30000.00,$30000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,81,SERVICES OF OTHER DEPTS,81,SERVICES OF OTHER DEPTS (AAO FUNDS),081CI,IS-TIS-ISD SERVICES-INFRASTRUCTURE COST,$100097.00,$90248.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,81,SERVICES OF OTHER DEPTS,81,SERVICES OF OTHER DEPTS (AAO FUNDS),081ET,GF-TIS-TELEPHONE(AAO),$9715.00,$7085.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,81,SERVICES OF OTHER DEPTS,81,SERVICES OF OTHER DEPTS (AAO FUNDS),081PM,GF-PURCH-MAIL SERVICES,$342583.00,$310112.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,81,SERVICES OF OTHER DEPTS,81,SERVICES OF OTHER DEPTS (AAO FUNDS),081PR,IS-PURCH-REPRODUCTION,$16633.00,$55371.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Regular Revenues,100,PROPERTY TAXES,109,OTHER PROPERTY TAXES,10940,PROP TAX-ADMINISTRATIVE COST,$381029.00,$381029.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Regular Revenues,600,CHARGES FOR SERVICES,601,GENERAL GOVERNMENT SERVICES,60104,INSTALLMENT FEES,$25000.00,$25000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Regular Revenues,600,CHARGES FOR SERVICES,601,GENERAL GOVERNMENT SERVICES,60121,ADMINISTRATIVE SURCHARGE,$61000.00,$1000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Regular Revenues,600,CHARGES FOR SERVICES,601,GENERAL GOVERNMENT SERVICES,60165,TTX - COLLECTION COSTS,$684478.00,$358500.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Regular Revenues,600,CHARGES FOR SERVICES,601,GENERAL GOVERNMENT SERVICES,60167,DELINQUENT INSTALLMENT COLLECTION FEE,$430000.00,$270000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Regular Revenues,600,CHARGES FOR SERVICES,601,GENERAL GOVERNMENT SERVICES,60168,REDEMPTION FEE,$125000.00,$125000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Regular Revenues,600,CHARGES FOR SERVICES,601,GENERAL GOVERNMENT SERVICES,60180,CONDOMINIUM CONVERSIONS,$14000.00,$14000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Regular Revenues,600,CHARGES FOR SERVICES,601,GENERAL GOVERNMENT SERVICES,60199,OTHER GENERAL GOVERNMENT CHARGES,$110000.00,$110000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,1,SALARIES,1,PERMANENT SALARIES-MISC,00101,MISC-REGULAR,$452642.00,$411724.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,1,SALARIES,5,TEMP SALARIES-MISC,00501,TEMP-REGULAR-MISC,$25068.00,$25068.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01301,RETIRE CITY MISC,$61380.00,$74481.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01371,RETIREMENT PICK UP,$29365.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01401,SOCIAL SECURITY (OASDI & HI),$29304.00,$26783.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01402,SOCIAL SECURITY - MEDICARE (HI ONLY),$6928.00,$6332.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01501,HEALTH SERVICE-CITY MATCH,$42285.00,$38191.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01571,DEPENDENT COVERAGE-MISCELLANEOUS,$27639.00,$23696.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,16,DENTAL COVERAGE,01601,DENTAL COVERAGE,$10831.00,$9006.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,17,UNEMPLOYMENT INSURANCE,01701,UNEMPLOYMENT INSURANCE,$1197.00,$1304.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01901,FRINGE ADJUSTMENTS-BUDGET,$381.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01912,LONG TERM DISABILITY INSURANCE,$2621.00,$2259.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,20,OVERHEAD,20,OVERHEAD,02019,DEPARTMENT OVERHEAD,$155144.00,$89874.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,21,NON PERSONNEL SERVICES,27,PROFESSIONAL & SPECIALIZED SERVICES,02700,PROFESSIONAL & SPECIALIZED SVCS-BUDGET,$10000.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,21,NON PERSONNEL SERVICES,29,MAINTENANCE SVCS-EQUIPMENT,02911,DP/WP EQUIPMENT MAINT,$2000.00,$22515.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,40,MATERIALS & SUPPLIES,40,MATERIALS & SUPPLIES BUDGET ONLY,04000,MATERIALS & SUPPLIES-BUDGET,$30877.00,$55562.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,40,MATERIALS & SUPPLIES,49,OTHER MATERIALS & SUPPLIES,04931,FORMS,$2000.00,$2000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,86,EXPEND RECOVERY FOR SVCS TO AAO FUNDS,086BI,EXP REC FR BLDG INSPECTION (AAO),$-189552.00,$-189552.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,86,EXPEND RECOVERY FOR SVCS TO AAO FUNDS,086EV,EXP REC FR ENVIRONMENT (AAO),$-396651.00,$-238600.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,86,EXPEND RECOVERY FOR SVCS TO AAO FUNDS,086RB,EXP REC FR RENT ARBITRATION BD (AAO),$-156475.00,$-156475.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCN,PROPERTY TAX/LICENSING,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,87,EXPEND RECOVERY FOR SVCS TO NON-AAO FDS,087SD,EXP REC FR COUNTY ED(NON-AAO),$-206034.00,$-204630.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,1,PERMANENT SALARIES-MISC,00101,MISC-REGULAR,$3108729.00,$3151775.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,5,TEMP SALARIES-MISC,00501,TEMP-REGULAR-MISC,$60000.00,$25000.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,9,PREMIUM PAY,00901,PREMIUM PAY - MISC,$19226.00,$19226.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01301,RETIRE CITY MISC,$421543.00,$570157.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01371,RETIREMENT PICK UP,$42976.00,$0.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01379,RETIREMENT PICK UP(PREM/OTH ADJUSTMENT),$-2067.00,$-2067.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01401,SOCIAL SECURITY (OASDI & HI),$195301.00,$195443.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01402,SOCIAL SECURITY - MEDICARE (HI ONLY),$46225.00,$46343.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01501,HEALTH SERVICE-CITY MATCH,$251756.00,$267864.00
TTX,TREASURER/TAX COLLECTOR,TTX03,TAX COLLECTOR SERVICES,FCO,BUSINESS TAX,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01571,DEPENDENT COVERAGE-MISCELLANEOUS,$167952.00,$168891.00
